ID,Nome,Codice,Verniciati,Scorta
187,"PORTA CIECA AG L500 H2200 CON BATTUTA","AG-PO0522CB",0,0
186,"PORTA CIECA AG L500 H2200 IN BATTUTA","AG-PO0522IB",0,0
191,"PORTA CIECA AG L600 H1000 CON BATTUTA","AG-PO0610CB",0,0
190,"PORTA CIECA AG L600 H1000 IN BATTUTA","AG-PO0610IB",0,0
193,"PORTA CIECA AG L600 H1200 CON BATTUTA","AG-PO0612CB",0,0
192,"PORTA CIECA AG L600 H1200 IN BATTUTA","AG-PO0612IB",0,0
195,"PORTA CIECA AG L600 H1400 CON BATTUTA","AG-PO0614CB",3,4
194,"PORTA CIECA AG L600 H1400 IN BATTUTA","AG-PO0614IB",3,4
197,"PORTA CIECA AG L600 H1600 CON BATTUTA","AG-PO0616CB",0,2
196,"PORTA CIECA AG L600 H1600 IN BATTUTA","AG-PO0616IB",1,2
199,"PORTA CIECA AG L600 H1800 CON BATTUTA","AG-PO0618CB",22,10
198,"PORTA CIECA AG L600 H1800 IN BATTUTA","AG-PO0618IB",22,10
201,"PORTA CIECA AG L600 H2000 CON BATTUTA","AG-PO0620CB",26,13
200,"PORTA CIECA AG L600 H2000 IN BATTUTA","AG-PO0620IB",26,13
203,"PORTA CIECA AG L600 H2200 CON BATTUTA","AG-PO0622CB",1,0
202,"PORTA CIECA AG L600 H2200 IN BATTUTA","AG-PO0622IB",1,0
189,"PORTA CIECA AG L600 H800 CON BATTUTA","AG-PO0608CB",1,0
188,"PORTA CIECA AG L600 H800 IN BATTUTA","AG-PO0608IB",1,0
207,"PORTA CIECA AG L700 H1000 CON BATTUTA","AG-PO0710CB",0,0
206,"PORTA CIECA AG L700 H1000 IN BATTUTA","AG-PO0710IB",0,0
209,"PORTA CIECA AG L700 H1200 CON BATTUTA","AG-PO0712CB",4,0
208,"PORTA CIECA AG L700 H1200 IN BATTUTA","AG-PO0712IB",4,0
211,"PORTA CIECA AG L700 H1400 CON BATTUTA","AG-PO0714CB",3,0
210,"PORTA CIECA AG L700 H1400 IN BATTUTA","AG-PO0714IB",3,0
213,"PORTA CIECA AG L700 H1800 CON BATTUTA","AG-PO0718CB",2,0
212,"PORTA CIECA AG L700 H1800 IN BATTUTA","AG-PO0718IB",2,0
215,"PORTA CIECA AG L700 H2000 CON BATTUTA","AG-PO0720CB",3,5
214,"PORTA CIECA AG L700 H2000 IN BATTUTA","AG-PO0720IB",3,5
217,"PORTA CIECA AG L700 H2200 CON BATTUTA","AG-PO0722CB",0,0
216,"PORTA CIECA AG L700 H2200 IN BATTUTA","AG-PO0722IB",0,0
205,"PORTA CIECA AG L700 H800 CON BATTUTA","AG-PO0708CB",0,0
204,"PORTA CIECA AG L700 H800 IN BATTUTA","AG-PO0708IB",0,0
221,"PORTA CIECA AG L800 H1000 CON BATTUTA","AG-PO0810CB",1,0
220,"PORTA CIECA AG L800 H1000 IN BATTUTA","AG-PO0810IB",1,0
223,"PORTA CIECA AG L800 H1200 CON BATTUTA","AG-PO0812CB",1,0
222,"PORTA CIECA AG L800 H1200 IN BATTUTA","AG-PO0812IB",1,0
225,"PORTA CIECA AG L800 H1400 CON BATTUTA","AG-PO0814CB",3,0
224,"PORTA CIECA AG L800 H1400 IN BATTUTA","AG-PO0814IB",3,0
227,"PORTA CIECA AG L800 H1800 CON BATTUTA","AG-PO0818CB",1,0
226,"PORTA CIECA AG L800 H1800 IN BATTUTA","AG-PO0818IB",1,0
229,"PORTA CIECA AG L800 H2000 CON BATTUTA","AG-PO0820CB",21,10
228,"PORTA CIECA AG L800 H2000 IN BATTUTA","AG-PO0820IB",21,10
231,"PORTA CIECA AG L800 H2200 CON BATTUTA","AG-PO0822CB",0,0
230,"PORTA CIECA AG L800 H2200 IN BATTUTA","AG-PO0822IB",0,0
219,"PORTA CIECA AG L800 H800 CON BATTUTA","AG-PO0808CB",1,0
218,"PORTA CIECA AG L800 H800 IN BATTUTA","AG-PO0808IB",1,0
158,"PORTA PV 600X1200","AG-PV0612",0,10
159,"PORTA PV 600X1600","AG-PV0616",0,10
160,"PORTA PV 600X2000","AG-PV0620",0,10
161,"PORTA PV 800X1200","AG-PV0812",0,10
162,"PORTA PV 800X1800","AG-PV0818",0,10
163,"PORTA PV 800X2000","AG-PV0820",0,10
153,"PORTA PX 1000X140","AG-PX1014",0,10
154,"PORTA PX 1000X160","AG-PX1016",0,10
155,"PORTA PX 1000X180","AG-PX1018",0,10
156,"PORTA PX 1000X200","AG-PX1020",0,10
157,"PORTA PX 1000X220","AG-PX1022",0,10
136,"PORTA PX 400X1400","AG-PX0414",0,10
137,"PORTA PX 400X1600","AG-PX0416",0,10
138,"PORTA PX 400X1800","AG-PX0418",0,10
139,"PORTA PX 400X2000","AG-PX0420",0,10
140,"PORTA PX 400X2200","AG-PX0422",0,10
141,"PORTA PX 600X1000","AG-PX0610",0,10
142,"PORTA PX 600X1200","AG-PX0612",0,10
143,"PORTA PX 600X1600","AG-PX0616",0,10
144,"PORTA PX 600X1800","AG-PX0618",0,10
145,"PORTA PX 600X2000","AG-PX0620",0,10
146,"PORTA PX 600X2200","AG-PX0622",0,10
147,"PORTA PX 800X1200","AG-PX0812",0,10
148,"PORTA PX 800X1400","AG-PX0814",0,10
149,"PORTA PX 800X1600","AG-PX0816",0,10
150,"PORTA PX 800X1800","AG-PX0818",0,10
151,"PORTA PX 800X2000","AG-PX0820",0,10
152,"PORTA PX 800X2200","AG-PX0822",0,10
1040,"STRUTTURA AGM 1000X1600X400","AGM101604",0,2
1041,"STRUTTURA AGM 1000X1600X500","AGM101605",0,0
1042,"STRUTTURA AGM 1000X1800X400","AGM101804",0,1
1043,"STRUTTURA AGM 1000X1800X500","AGM101805",0,0
1044,"STRUTTURA AGM 1000X2000X400","AGM102004",0,0
1045,"STRUTTURA AGM 1000X2000X500","AGM102005",2,0
1047,"STRUTTURA AGM 1200X1000X400","AGM121004",1,-1
1048,"STRUTTURA AGM 1200X1200X400","AGM121204",0,0
1049,"STRUTTURA AGM 1200X1800X400","AGM121804",1,0
1050,"STRUTTURA AGM 1200X2000X400","AGM122004",0,0
1051,"STRUTTURA AGM 1200X2000X500","AGM122005",0,0
1046,"STRUTTURA AGM 1200X800X400","AGM120804",2,0
1053,"STRUTTURA AGM 1400X1000X400","AGM141004",1,0
1054,"STRUTTURA AGM 1400X1200X500","AGM141205",1,-1
1052,"STRUTTURA AGM 1400X800X400","AGM140804",0,0
1056,"STRUTTURA AGM 1600X1000X400","AGM161004",0,0
1057,"STRUTTURA AGM 1600X1200X500","AGM161205",0,0
1058,"STRUTTURA AGM 1600X1600X400","AGM161604",0,0
1059,"STRUTTURA AGM 1600X2000X500","AGM162005",0,0
1055,"STRUTTURA AGM 1600X800X400","AGM160804",0,0
1061,"STRUTTURA AGM 1800X1000X400","AGM181004",0,0
1060,"STRUTTURA AGM 1800X800X400","AGM180804",0,0
1062,"STRUTTURA AGM 2000X1200X400","AGM201204",0,0
1063,"STRUTTURA AGM 2000X1200X500","AGM201205",0,0
1027,"STRUTTURA AGM 600X1200X400","AGM061204",0,1
1028,"STRUTTURA AGM 600X1600X400","AGM061604",0,3
1029,"STRUTTURA AGM 600X1800X400","AGM061804",0,0
1030,"STRUTTURA AGM 600X1800X500","AGM061805",0,0
1031,"STRUTTURA AGM 600X2000X400","AGM062004",0,1
1032,"STRUTTURA AGM 600X2000X500","AGM062005",0,0
1033,"STRUTTURA AGM 800X1200X400","AGM081204",0,1
1034,"STRUTTURA AGM 800X1400X400","AGM081404",0,1
1035,"STRUTTURA AGM 800X1600X400","AGM081604",0,1
1036,"STRUTTURA AGM 800X1800X400","AGM081804",0,-1
1037,"STRUTTURA AGM 800X1800X500","AGM081805",0,0
1038,"STRUTTURA AGM 800X2000X400","AGM082004",0,0
1039,"STRUTTURA AGM 800X2000X500","AGM082005",0,1
455,"STRUTTURA AGR 1000X1000","AGR1010",0,10
443,"STRUTTURA AGR 1000X400","AGR1004",0,10
446,"STRUTTURA AGR 1000X500","AGR1005",0,10
449,"STRUTTURA AGR 1000X600","AGR1006",0,10
452,"STRUTTURA AGR 1000X800","AGR1008",0,10
470,"STRUTTURA AGR 1200X1000","AGR1210",0,10
473,"STRUTTURA AGR 1200X1200","AGR1212",0,10
458,"STRUTTURA AGR 1200X400","AGR1204",0,10
461,"STRUTTURA AGR 1200X500","AGR1205",0,10
464,"STRUTTURA AGR 1200X600","AGR1206",0,10
467,"STRUTTURA AGR 1200X800","AGR1208",0,10
488,"STRUTTURA AGR 1400X1000","AGR1410",0,10
476,"STRUTTURA AGR 1400X400","AGR1404",0,10
479,"STRUTTURA AGR 1400X500","AGR1405",0,10
482,"STRUTTURA AGR 1400X600","AGR1406",0,10
485,"STRUTTURA AGR 1400X800","AGR1408",0,10
503,"STRUTTURA AGR 1600X1000","AGR1610",0,10
491,"STRUTTURA AGR 1600X400","AGR1604",0,10
494,"STRUTTURA AGR 1600X500","AGR1605",0,10
497,"STRUTTURA AGR 1600X600","AGR1606",0,10
500,"STRUTTURA AGR 1600X800","AGR1608",0,10
506,"STRUTTURA AGR 1800X400","AGR1804",0,10
509,"STRUTTURA AGR 1800X500","AGR1805",0,10
512,"STRUTTURA AGR 1800X600","AGR1806",0,10
389,"STRUTTURA AGR 300X400","AGR0304",0,10
392,"STRUTTURA AGR 300X500","AGR0305",0,10
395,"STRUTTURA AGR 300X600","AGR0306",0,10
410,"STRUTTURA AGR 400X1000","AGR0410",0,10
398,"STRUTTURA AGR 400X400","AGR0404",0,10
401,"STRUTTURA AGR 400X500","AGR0405",0,10
404,"STRUTTURA AGR 400X600","AGR0406",0,10
407,"STRUTTURA AGR 400X800","AGR0408",0,10
425,"STRUTTURA AGR 600X1000","AGR0610",0,10
413,"STRUTTURA AGR 600X400","AGR0604",0,10
416,"STRUTTURA AGR 600X500","AGR0605",0,10
419,"STRUTTURA AGR 600X600","AGR0606",0,10
422,"STRUTTURA AGR 600X800","AGR0608",0,10
440,"STRUTTURA AGR 800X1000","AGR0810",0,10
428,"STRUTTURA AGR 800X400","AGR0804",0,10
431,"STRUTTURA AGR 800X500","AGR0805",0,10
434,"STRUTTURA AGR 800X600","AGR0806",0,10
437,"STRUTTURA AGR 800X800","AGR0808",0,10
4748,"STT AGR BASE 1000X1000","AGR-STB1010",0,10
4736,"STT AGR BASE 1000X400","AGR-STB1004",0,10
4739,"STT AGR BASE 1000X500","AGR-STB1005",0,10
4742,"STT AGR BASE 1000X600","AGR-STB1006",0,10
4745,"STT AGR BASE 1000X800","AGR-STB1008",0,10
4763,"STT AGR BASE 1200X1000","AGR-STB1210",0,10
4766,"STT AGR BASE 1200X1200","AGR-STB1212",0,10
4751,"STT AGR BASE 1200X400","AGR-STB1204",0,10
4754,"STT AGR BASE 1200X500","AGR-STB1205",0,10
4757,"STT AGR BASE 1200X600","AGR-STB1206",0,10
4760,"STT AGR BASE 1200X800","AGR-STB1208",0,10
4781,"STT AGR BASE 1400X1000","AGR-STB1410",0,10
4769,"STT AGR BASE 1400X400","AGR-STB1404",0,10
4772,"STT AGR BASE 1400X500","AGR-STB1405",0,10
4775,"STT AGR BASE 1400X600","AGR-STB1406",0,10
4778,"STT AGR BASE 1400X800","AGR-STB1408",0,10
4796,"STT AGR BASE 1600X1000","AGR-STB1610",0,10
4784,"STT AGR BASE 1600X400","AGR-STB1604",0,10
4787,"STT AGR BASE 1600X500","AGR-STB1605",0,10
4790,"STT AGR BASE 1600X600","AGR-STB1606",0,10
4793,"STT AGR BASE 1600X800","AGR-STB1608",0,10
4799,"STT AGR BASE 1800X400","AGR-STB1804",0,10
4802,"STT AGR BASE 1800X500","AGR-STB1805",0,10
4805,"STT AGR BASE 1800X600","AGR-STB1806",0,10
4682,"STT AGR BASE 300X400","AGR-STB0304",0,10
4685,"STT AGR BASE 300X500","AGR-STB0305",0,10
4688,"STT AGR BASE 300X600","AGR-STB0306",0,10
4703,"STT AGR BASE 400X1000","AGR-STB0410",0,10
4691,"STT AGR BASE 400X400","AGR-STB0404",0,10
4694,"STT AGR BASE 400X500","AGR-STB0405",0,10
4697,"STT AGR BASE 400X600","AGR-STB0406",0,10
4700,"STT AGR BASE 400X800","AGR-STB0408",0,10
4718,"STT AGR BASE 600X1000","AGR-STB0610",0,10
4706,"STT AGR BASE 600X400","AGR-STB0604",0,10
4709,"STT AGR BASE 600X500","AGR-STB0605",0,10
4712,"STT AGR BASE 600X600","AGR-STB0606",0,10
4715,"STT AGR BASE 600X800","AGR-STB0608",0,10
4733,"STT AGR BASE 800X1000","AGR-STB0810",0,10
4721,"STT AGR BASE 800X400","AGR-STB0804",0,10
4724,"STT AGR BASE 800X500","AGR-STB0805",0,10
4727,"STT AGR BASE 800X600","AGR-STB0806",0,10
4730,"STT AGR BASE 800X800","AGR-STB0808",0,10
4749,"STT AGR TETTO 1000X1000","AGR-STT1010",0,10
4737,"STT AGR TETTO 1000X400","AGR-STT1004",0,10
4740,"STT AGR TETTO 1000X500","AGR-STT1005",0,10
4743,"STT AGR TETTO 1000X600","AGR-STT1006",0,10
4746,"STT AGR TETTO 1000X800","AGR-STT1008",0,10
4764,"STT AGR TETTO 1200X1000","AGR-STT1210",0,10
4767,"STT AGR TETTO 1200X1200","AGR-STT1212",0,10
4752,"STT AGR TETTO 1200X400","AGR-STT1204",0,10
4755,"STT AGR TETTO 1200X500","AGR-STT1205",0,10
4758,"STT AGR TETTO 1200X600","AGR-STT1206",0,10
4761,"STT AGR TETTO 1200X800","AGR-STT1208",0,10
4782,"STT AGR TETTO 1400X1000","AGR-STT1410",0,10
4770,"STT AGR TETTO 1400X400","AGR-STT1404",0,10
4773,"STT AGR TETTO 1400X500","AGR-STT1405",0,10
4776,"STT AGR TETTO 1400X600","AGR-STT1406",0,10
4779,"STT AGR TETTO 1400X800","AGR-STT1408",0,10
4797,"STT AGR TETTO 1600X1000","AGR-STT1610",0,10
4785,"STT AGR TETTO 1600X400","AGR-STT1604",0,10
4788,"STT AGR TETTO 1600X500","AGR-STT1605",0,10
4791,"STT AGR TETTO 1600X600","AGR-STT1606",0,10
4794,"STT AGR TETTO 1600X800","AGR-STT1608",0,10
4800,"STT AGR TETTO 1800X400","AGR-STT1804",0,10
4803,"STT AGR TETTO 1800X500","AGR-STT1805",0,10
4806,"STT AGR TETTO 1800X600","AGR-STT1806",0,10
4683,"STT AGR TETTO 300X400","AGR-STT0304",0,10
4686,"STT AGR TETTO 300X500","AGR-STT0305",0,10
4689,"STT AGR TETTO 300X600","AGR-STT0306",0,10
4704,"STT AGR TETTO 400X1000","AGR-STT0410",0,10
4692,"STT AGR TETTO 400X400","AGR-STT0404",0,10
4695,"STT AGR TETTO 400X500","AGR-STT0405",0,10
4698,"STT AGR TETTO 400X600","AGR-STT0406",0,10
4701,"STT AGR TETTO 400X800","AGR-STT0408",0,10
4719,"STT AGR TETTO 600X1000","AGR-STT0610",0,10
4707,"STT AGR TETTO 600X400","AGR-STT0604",0,10
4710,"STT AGR TETTO 600X500","AGR-STT0605",0,10
4713,"STT AGR TETTO 600X600","AGR-STT0606",0,10
4716,"STT AGR TETTO 600X800","AGR-STT0608",0,10
4734,"STT AGR TETTO 800X1000","AGR-STT0810",0,10
4722,"STT AGR TETTO 800X400","AGR-STT0804",0,10
4725,"STT AGR TETTO 800X500","AGR-STT0805",0,10
4728,"STT AGR TETTO 800X600","AGR-STT0806",0,10
4731,"STT AGR TETTO 800X800","AGR-STT0808",0,10
